Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-September-2010,217.25,217.90,207.00,208.00,212.677569894306171155,93856,1658,19961066.00,47018,50.10,10.90,-9.25
24-September-2010,203.80,218.95,202.50,213.00,211.446326813491452333,207776,3152,43933472.00,72795,35.04,16.45,9.20
23-September-2010,205.00,207.90,200.20,202.10,203.880604643238806201,64567,1242,13163959.00,20566,31.85,7.70,-2.90
22-September-2010,204.00,209.40,198.00,204.00,204.562989417602201372,136642,2377,27951896.00,37968,27.79,11.40,0.00
21-September-2010,207.20,209.90,201.20,203.30,203.980489800524786276,70886,1064,14459361.00,28935,40.82,8.70,-3.90
20-September-2010,208.00,212.00,207.00,208.50,209.424557374189609558,68794,1120,14407153.00,30230,43.94,5.00,0.50
17-September-2010,204.50,210.00,204.50,206.40,207.315000693834127387,86476,1568,17927772.00,37839,43.76,5.50,1.90
16-September-2010,212.75,214.90,202.10,203.70,208.070359582161510646,79648,1433,16572388.00,36585,45.93,12.80,-9.05
15-September-2010,215.50,221.50,208.00,210.10,214.915285883589365175,178884,2846,38444906.00,50145,28.03,13.50,-5.40
14-September-2010,220.00,225.85,212.20,213.80,219.269301864750158969,135246,2099,29655296.00,61488,45.46,13.65,-6.20
13-September-2010,224.00,228.95,214.60,216.10,222.738074296076706735,184182,3270,41024344.00,82879,45.00,14.35,-7.90
9-September-2010,224.00,237.65,216.50,222.30,227.387960429314476450,611766,9344,139108223.00,166353,27.19,21.15,-1.70
8-September-2010,191.00,226.65,191.00,223.60,215.876383359154186587,720348,10638,155506121.00,206958,28.73,35.65,32.60
7-September-2010,184.50,194.90,184.00,190.10,191.346525661707593953,83685,1505,16012834.00,37910,45.30,10.90,5.60
6-September-2010,183.35,185.50,182.00,183.20,183.882150423728813559,33984,759,6249051.00,18228,53.64,3.50,-0.15
3-September-2010,180.10,183.90,180.00,180.65,181.102874501269495828,22056,434,3994405.00,12079,54.77,3.90,0.55
2-September-2010,184.45,186.65,180.00,181.40,182.822521538312613223,72313,1305,13220445.00,29632,40.98,6.65,-3.05
1-September-2010,184.20,184.20,177.50,178.50,179.481425526748860172,37067,697,6652838.00,21483,57.96,6.70,-5.70
31-August-2010,176.25,184.50,176.25,179.85,180.955955050453572520,78488,2314,14202871.00,20832,26.54,8.25,3.60
30-August-2010,185.90,188.00,178.00,179.50,181.712940864492177141,30168,629,5481916.00,18001,59.67,10.00,-6.40
27-August-2010,193.00,193.00,180.15,181.45,184.622855377596121857,42082,752,7769299.00,25699,61.07,12.85,-11.55
26-August-2010,186.00,194.90,184.60,188.05,189.893517168235450086,75430,1339,14323668.00,31337,41.54,10.30,2.05
25-August-2010,194.00,194.00,184.00,185.05,186.327950006126700159,40805,712,7603112.00,19221,47.10,10.00,-8.95
24-August-2010,196.45,196.45,187.00,188.45,190.198376517653626087,42994,680,8177389.00,25495,59.30,9.45,-8.00
23-August-2010,189.50,194.80,189.50,192.45,192.773820636174337617,41781,629,8054283.00,22594,54.08,5.30,2.95
20-August-2010,199.00,199.00,191.90,192.95,193.820271682340647857,36366,632,7048468.00,22209,61.07,7.10,-6.05
19-August-2010,204.00,204.00,192.10,193.75,195.545023562942687022,35437,629,6929529.00,19521,55.09,11.90,-10.25
18-August-2010,200.00,202.55,195.50,197.40,198.086522219673430233,47953,707,9498843.00,27993,58.38,7.05,-2.60
17-August-2010,204.90,205.00,198.00,199.10,201.277196438860286601,53803,1000,10829317.00,27692,51.47,7.00,-5.80
16-August-2010,189.50,205.00,189.50,200.00,200.220191777802270472,90730,1724,18165978.00,40005,44.09,15.50,10.50
13-August-2010,196.00,198.90,191.50,192.40,194.863336801942421089,43245,797,8426865.00,25954,60.02,7.40,-3.60
12-August-2010,200.00,200.00,196.20,197.20,197.978940123881624225,36325,713,7191585.00,22453,61.81,3.80,-2.80
11-August-2010,199.90,206.80,199.50,200.65,202.894687760199833472,60050,904,12183826.00,29772,49.58,7.30,0.75
10-August-2010,208.90,208.90,201.65,202.40,204.825472823308911228,58690,902,12021207.00,37657,64.16,7.25,-6.50
9-August-2010,210.50,212.00,206.00,206.90,208.192923219241443108,43240,572,9002262.00,24859,57.49,6.00,-3.60
6-August-2010,211.00,214.45,207.00,207.95,210.776303117145474618,42571,814,8972958.00,21564,50.65,7.45,-3.05
5-August-2010,211.00,215.45,208.10,209.00,211.961428924191291464,60745,1052,12875597.00,27282,44.91,7.35,-2.00
4-August-2010,213.50,213.50,206.50,208.35,208.581720101002372025,52276,724,10903818.00,31189,59.66,7.00,-5.15
3-August-2010,215.00,215.90,209.00,209.95,211.842191881019139339,49218,850,10426449.00,27154,55.17,6.90,-5.05
2-August-2010,209.80,219.00,209.00,213.65,213.982385220586151855,105877,1596,22655813.00,43590,41.17,10.00,3.85
30-July-2010,215.00,217.90,206.05,207.70,211.088238741982482876,59713,1005,12604712.00,37174,62.25,11.85,-7.30
29-July-2010,212.05,218.70,212.05,215.15,215.420809938427319825,73734,1401,15883838.00,28043,38.03,6.65,3.10
28-July-2010,228.80,228.80,212.40,213.90,221.777495287549371587,194697,2937,43179413.00,96407,49.52,16.40,-14.90
27-July-2010,205.05,222.20,205.05,222.00,220.255413488409888250,566086,6167,124683506.00,211487,37.36,17.15,16.95
26-July-2010,210.00,210.00,201.00,202.00,204.660278241513633834,44925,749,9194363.00,24800,55.20,9.00,-8.00
23-July-2010,215.75,217.85,206.25,207.90,211.165255290831176049,68373,1013,14438002.00,35565,52.02,11.60,-7.85
22-July-2010,212.00,217.40,208.05,214.30,213.301716817426619900,108340,1600,23109108.00,30325,27.99,9.35,2.30
21-July-2010,218.00,220.65,210.55,211.80,215.786873470256464829,75176,1138,16221994.00,30284,40.28,10.10,-6.20
20-July-2010,222.00,222.00,212.20,213.90,216.819112965975808162,70685,1145,15325859.00,31006,43.87,9.80,-8.10
19-July-2010,218.85,224.00,217.50,219.70,221.089799538262289543,71036,1037,15705335.00,37785,53.19,6.50,0.85
16-July-2010,223.90,225.95,216.00,219.95,220.630508474576271186,98235,1643,21673638.00,35297,35.93,9.95,-3.95
15-July-2010,224.00,229.45,219.00,223.65,224.381878036265252130,150061,2020,33670969.00,66186,44.11,10.45,-0.35
14-July-2010,221.90,233.50,218.20,222.90,225.719798276649947598,365451,5133,82489526.00,140361,38.41,15.30,1.00
13-July-2010,211.40,219.90,205.00,216.05,212.969099325584199931,107797,1524,22957430.00,48414,44.91,14.90,4.65
12-July-2010,209.95,214.75,206.00,209.40,210.109807505569200891,175070,2226,36783924.00,57830,33.03,8.75,-0.55
9-July-2010,203.90,211.00,203.80,205.95,206.710502100420084016,124975,1869,25833645.00,45507,36.41,7.20,2.05
8-July-2010,194.60,204.00,192.60,201.90,200.948248767571523905,139359,2080,28003947.00,48361,34.70,11.40,7.30
7-July-2010,185.05,202.00,185.05,189.75,193.369162304557622465,58649,1042,11340908.00,20112,34.29,16.95,4.70
6-July-2010,193.95,193.95,185.60,186.55,188.434400069007159492,23186,518,4369040.00,17323,74.71,8.35,-7.40
5-July-2010,195.50,197.80,190.60,191.90,193.003812347770835539,18886,348,3645070.00,13463,71.29,7.20,-3.60
2-July-2010,199.85,199.95,192.10,195.30,196.682478573720152160,21819,409,4291415.00,15790,72.37,7.85,-4.55
1-July-2010,196.10,201.00,195.00,196.40,197.768547544409613375,24882,429,4920877.00,19489,78.33,6.00,0.30
30-June-2010,199.00,204.30,197.00,198.15,200.438756510240980111,37057,563,7427659.00,20934,56.49,7.30,-0.85
29-June-2010,208.80,208.80,199.10,199.80,203.694094937511448015,70973,901,14456781.00,40401,56.92,9.70,-9.00
28-June-2010,208.00,210.45,202.00,205.95,207.860783382386619055,235798,1770,49013157.00,75795,32.14,8.45,-2.05
25-June-2010,198.00,202.00,195.50,200.45,199.386365788975184694,42232,609,8420485.00,16681,39.50,6.50,2.45
24-June-2010,200.00,205.00,197.00,199.55,200.990430249073336335,115468,1258,23207963.00,53064,45.96,8.00,-0.45
23-June-2010,198.00,202.00,195.00,197.60,198.922889397292127667,53326,916,10607762.00,30729,57.62,7.00,-0.40
22-June-2010,196.90,198.00,192.35,194.45,195.357165374188260513,31722,590,6197120.00,11071,34.90,5.65,-2.45
21-June-2010,194.00,199.00,192.00,195.40,195.891063307955648663,58713,1010,11501352.00,26325,44.84,7.00,1.40
18-June-2010,202.00,203.00,192.00,192.50,196.930999242330801895,56753,928,11176425.00,34573,60.92,11.00,-9.50
17-June-2010,191.50,202.55,187.55,201.15,199.222485232337449086,140679,1196,28026420.00,84490,60.06,15.00,9.65
16-June-2010,188.00,196.00,188.00,192.95,194.091602294201505155,30163,426,5854385.00,17221,57.09,8.00,4.95
15-June-2010,194.00,204.00,192.10,193.20,195.753877805774520908,43259,629,8468117.00,15733,36.37,11.90,-0.80
14-June-2010,192.00,200.00,190.00,197.05,196.244416740107043827,46523,763,9129879.00,29323,63.03,10.00,5.05
11-June-2010,204.05,204.05,188.00,193.55,199.382247213082551686,203630,2511,40600207.00,86239,42.35,16.05,-10.50
10-June-2010,194.00,194.35,194.00,194.35,194.339659178931061192,5164,95,1003570.00,5164,100.00,0.35,0.35
9-June-2010,182.80,185.10,182.25,185.10,184.800793685404038201,22931,166,4237667.00,22931,100.00,2.85,2.30
8-June-2010,171.00,176.30,169.00,176.30,175.302081830857252752,20799,286,3646108.00,20799,100.00,7.30,5.30
7-June-2010,172.50,175.00,166.85,167.95,168.705983474740753063,18033,283,3042275.00,18033,100.00,8.15,-4.55
4-June-2010,174.50,178.00,170.05,175.60,173.921378595491059860,19295,265,3355813.00,19295,100.00,7.95,1.10
3-June-2010,173.70,179.00,172.50,174.50,175.743442704697317243,20054,316,3524359.00,20054,100.00,6.50,0.80
2-June-2010,166.55,174.00,166.10,172.05,170.068901627004805743,17271,263,2937260.00,17271,100.00,7.90,5.50
1-June-2010,166.80,172.10,164.00,168.35,168.943699812835838918,33126,484,5596429.00,33126,100.00,8.10,1.55
31-May-2010,169.40,169.40,160.15,164.00,163.509333606096251214,19553,328,3197098.00,19553,100.00,9.25,-5.40
28-May-2010,157.00,164.15,157.00,164.15,163.717280053933135169,32633,335,5342586.00,32633,100.00,7.15,7.15
27-May-2010,149.20,158.00,149.20,156.35,156.548073911681803946,9579,210,1499574.00,9579,100.00,8.80,7.15
26-May-2010,149.20,158.80,149.20,156.25,156.275655332370574591,22851,390,3571055.00,22851,100.00,9.60,7.05
25-May-2010,159.00,159.00,152.05,153.25,153.707855251544571932,46453,691,7140191.00,46453,100.00,6.95,-5.75
24-May-2010,172.00,174.00,159.55,160.00,165.606812773951158422,39925,576,6611852.00,39925,100.00,14.45,-12.00
21-May-2010,169.00,176.00,167.75,167.90,168.717022708158116063,59450,641,10030227.00,59450,100.00,8.25,-1.10
20-May-2010,183.00,186.75,175.20,176.55,180.077274457556147696,26270,365,4730630.00,26270,100.00,11.55,-6.45
19-May-2010,192.00,194.00,181.00,182.05,185.327653317187094541,23122,523,4285146.00,23122,100.00,13.00,-9.95
18-May-2010,182.90,193.85,182.90,190.40,189.820655512593502692,27673,479,5252907.00,27673,100.00,10.95,7.50
17-May-2010,190.00,190.00,181.90,186.65,184.272196845930717167,29993,523,5526876.00,29993,100.00,8.10,-3.35
14-May-2010,198.00,204.00,190.00,191.45,197.015423183824731593,36698,547,7230072.00,36698,100.00,14.00,-6.55
13-May-2010,200.00,200.00,195.00,196.65,197.651762254235752468,22074,357,4362965.00,22074,100.00,5.00,-3.35
12-May-2010,201.90,202.90,193.05,195.40,198.350954421503700818,25670,437,5091669.00,25670,100.00,9.85,-6.50
11-May-2010,204.35,204.35,193.20,193.25,196.214720000000000000,31250,459,6131710.00,31250,100.00,11.15,-11.10
10-May-2010,200.00,205.40,187.10,203.35,199.690265249859479135,37361,669,7460628.00,37361,100.00,18.30,3.35
7-May-2010,199.00,204.20,196.40,196.40,198.583205151602054383,38357,636,7617056.00,38357,100.00,7.80,-2.60
6-May-2010,208.00,211.00,202.30,206.70,206.303789473684210526,19000,466,3919772.00,19000,100.00,8.70,-1.30
5-May-2010,210.05,213.90,203.00,210.95,208.240817613367663286,38062,661,7926062.00,38062,100.00,10.90,0.90
4-May-2010,216.00,222.95,210.00,213.35,215.580386873744948018,39341,527,8481148.00,39341,100.00,12.95,-2.65
3-May-2010,223.10,223.10,213.60,216.00,217.200972165962617904,34562,693,7506900.00,34562,100.00,9.50,-7.10
30-April-2010,234.70,236.40,222.00,222.80,226.515012325536027807,56387,895,12772502.00,56387,100.00,14.40,-11.90
29-April-2010,223.00,232.70,223.00,232.70,231.243125453979454186,106007,1152,24513390.00,106007,100.00,9.70,9.70
28-April-2010,225.00,229.90,220.70,221.65,224.402710324298919003,38298,784,8594175.00,38298,100.00,9.20,-3.35
27-April-2010,225.10,230.80,222.10,226.15,226.881742738589211618,45790,732,10388915.00,45790,100.00,8.70,1.05
26-April-2010,231.30,234.70,223.50,226.45,229.175474747474747474,49500,920,11344186.00,49500,100.00,11.20,-4.85
23-April-2010,229.00,235.00,223.50,230.30,229.636247780514347900,69836,953,16036877.00,69836,100.00,11.50,1.30
22-April-2010,235.00,239.70,225.50,228.00,231.309190559731595190,78091,1201,18063166.00,78091,100.00,14.20,-7.00
21-April-2010,238.00,242.95,232.20,237.35,238.156812189260452037,102779,1794,24477519.00,102779,100.00,10.75,-0.65
20-April-2010,212.00,231.90,212.00,231.90,223.217359123118285421,91871,1798,20507202.00,91871,100.00,19.90,19.90
19-April-2010,226.00,229.70,220.90,220.90,222.096487576844262295,62464,1153,13873035.00,62464,100.00,8.80,-5.10
16-April-2010,236.90,240.90,230.10,232.50,235.235230165905825840,180283,3709,42408913.00,59648,33.09,10.80,-4.40
15-April-2010,235.10,249.00,221.30,234.95,239.245180290207696600,736507,13619,176205750.00,131434,17.85,27.70,-0.15
13-April-2010,256.10,261.00,217.10,230.40,234.090960207019287268,947931,15573,221902078.00,221352,23.35,43.90,-25.70
12-April-2010,272.70,274.80,258.05,259.65,264.560964918482487521,495047,6289,130970112.00,195342,39.46,16.75,-13.05
9-April-2010,260.60,274.25,258.50,268.25,266.240438753007696833,627141,8802,166970295.00,174219,27.78,15.75,7.65
8-April-2010,256.90,264.75,253.90,258.55,260.266315472734438902,471914,7594,122823318.00,118803,25.17,10.85,1.65
7-April-2010,247.75,262.00,245.25,255.00,255.037780726217462797,636118,11679,162234123.00,149382,23.48,16.75,7.25
6-April-2010,237.40,266.00,237.00,246.75,255.055583857063804720,1456538,21330,371498150.00,249047,17.10,29.00,9.35
5-April-2010,236.60,244.80,232.55,236.00,237.898039759800690889,490093,5894,116592164.00,136180,27.79,12.25,-0.60
1-April-2010,224.65,249.40,222.65,234.20,237.891924798567591763,2178150,28551,518164296.00,352267,16.17,26.75,9.55
31-March-2010,184.00,219.35,184.00,218.65,203.871800843184895658,1666064,17053,339663468.00,313110,18.79,35.35,34.65
30-March-2010,179.90,187.00,179.90,182.80,183.020626515114467552,286282,3039,52395511.00,120676,42.15,7.10,2.90
29-March-2010,178.70,181.85,175.60,177.80,178.632033596015886311,175497,2242,31349386.00,81258,46.30,6.25,-0.90
26-March-2010,175.50,181.80,172.55,174.80,176.931771792701747398,120522,1630,21324171.00,59039,48.99,9.25,-0.70
25-March-2010,174.50,184.80,173.70,178.80,180.137429687220092436,279110,3067,50278158.00,73409,26.30,11.10,4.30
23-March-2010,177.85,179.05,171.00,173.55,174.820148050121996608,120905,1488,21136630.00,51222,42.37,8.05,-4.30
22-March-2010,179.00,181.40,172.20,176.10,177.668818970946630521,182595,2082,32441438.00,57169,31.31,9.20,-2.90
19-March-2010,180.00,186.25,178.10,181.35,182.773705313418217433,392064,3525,71658990.00,74590,19.02,8.15,1.35
18-March-2010,184.90,192.50,176.10,178.35,185.164527068081193925,436141,4938,80757842.00,163450,37.48,16.40,-6.55
17-March-2010,170.00,185.10,169.20,183.10,180.042801361514553750,838478,7593,150961928.00,185916,22.17,15.90,13.10
16-March-2010,169.00,171.00,167.00,169.75,169.046033742009850151,190860,1944,32264126.00,48909,25.63,4.00,0.75
15-March-2010,166.90,173.80,166.00,169.45,168.918337608490725474,266267,2696,44977379.00,94781,35.60,7.80,2.55
12-March-2010,157.10,174.90,156.80,166.30,168.506630033105620828,561234,6136,94571650.00,199629,35.57,18.10,9.20
11-March-2010,157.00,159.90,153.90,158.30,156.887765016312629759,97777,1112,15340015.00,28087,28.73,6.00,1.30
10-March-2010,159.50,159.90,155.10,156.55,157.713638667691351766,61157,599,9645293.00,31479,51.47,4.80,-2.95
9-March-2010,156.00,161.35,156.00,157.50,158.775859877469049495,39337,518,6245766.00,20328,51.68,5.35,1.50
8-March-2010,162.85,166.00,156.60,158.15,160.149377653908450190,68531,737,10975197.00,43731,63.81,9.40,-4.70
5-March-2010,164.10,164.10,154.00,160.60,159.968386941571030325,70667,824,11304486.00,22952,32.48,10.10,-3.50
4-March-2010,165.00,165.30,161.00,162.50,163.264243657149406185,69803,843,11396334.00,41641,59.66,4.30,-2.50
3-March-2010,169.00,169.30,161.20,163.85,163.919602359180952656,69007,942,11311600.00,26310,38.13,8.10,-5.15
2-March-2010,171.25,171.25,158.55,166.70,164.727144521884997068,134727,1620,22193194.00,56156,41.68,12.70,-4.55
26-February-2010,144.30,156.90,141.35,155.70,154.262387957860783442,96727,1039,14921338.00,38883,40.20,15.55,11.40
25-February-2010,142.00,145.00,140.00,142.65,141.942021460713049498,17334,289,2460423.00,13023,75.13,5.00,0.65
24-February-2010,145.00,145.50,138.55,139.65,141.264027777777777777,14400,309,2034202.00,10341,71.81,6.95,-5.35
23-February-2010,145.00,146.05,141.00,143.45,144.601577788649706457,16352,332,2364525.00,11347,69.39,5.05,-1.55
22-February-2010,153.00,153.00,144.50,145.10,148.309181862191382927,30985,416,4595360.00,11536,37.23,8.50,-7.90
19-February-2010,149.00,156.00,147.70,148.40,150.880103920276086703,25789,600,3891047.00,9668,37.49,8.30,-0.60
18-February-2010,153.90,153.90,148.50,148.85,150.265511458915595304,17890,348,2688250.00,9970,55.73,5.40,-5.05
17-February-2010,155.90,158.90,151.00,151.65,154.673279537686317347,28379,479,4389473.00,11285,39.77,7.90,-4.25
16-February-2010,156.00,156.80,151.20,152.15,154.001716851558372952,15144,323,2332202.00,7595,50.15,5.60,-3.85
15-February-2010,157.00,159.70,154.50,155.40,156.687784230042678234,28586,493,4479077.00,14377,50.29,5.20,-1.60
11-February-2010,158.95,159.55,154.20,156.05,156.779181351110356248,47102,656,7384613.00,20267,43.03,5.35,-2.90
10-February-2010,160.00,164.40,153.00,154.50,159.270716283288402912,79382,1302,12643228.00,29812,37.56,11.40,-5.50
9-February-2010,149.00,162.90,148.50,157.60,156.706375148301493910,82602,1547,12944260.00,34920,42.28,14.40,8.60
8-February-2010,144.00,153.60,143.10,150.35,149.453141894886111849,56415,896,8431399.00,23110,40.96,10.50,6.35
6-February-2010,147.60,147.70,142.00,146.50,145.139321660002757479,14506,181,2105391.00,11213,77.30,5.70,-1.10
5-February-2010,148.00,149.95,137.00,141.75,143.785569954877622643,65821,954,9464110.00,33655,51.13,12.95,-6.25
4-February-2010,158.40,158.40,149.00,151.25,153.219722942274995122,35877,607,5497064.00,21115,58.85,9.40,-7.15
3-February-2010,161.90,162.00,153.60,155.95,157.576627463117713814,38772,700,6109561.00,16159,41.68,8.40,-5.95
2-February-2010,168.70,168.70,155.55,157.70,160.307870867901818338,46526,776,7458484.00,21903,47.08,13.15,-11.00
1-February-2010,154.00,169.95,154.00,161.40,163.506877277323108033,104838,1655,17141734.00,41211,39.31,15.95,7.40
