Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-November-2008,52.00,52.00,47.15,47.90,48.642287234042553191,7520,76,365790.00,7046,93.70,4.85,-4.10
19-November-2008,53.00,58.00,52.20,54.25,54.295324427480916030,2096,32,113803.00,1736,82.82,5.80,1.25
18-November-2008,52.60,58.00,52.50,55.75,54.256419400855920114,2804,41,152135.00,2162,77.10,5.50,3.15
17-November-2008,60.00,60.00,52.10,53.65,55.318906605922551252,878,30,48570.00,832,94.76,7.90,-6.35
14-November-2008,61.75,62.15,51.35,54.15,55.549156036593222522,7761,62,431117.00,5990,77.18,10.80,-7.60
12-November-2008,62.10,64.95,57.00,59.20,61.006654783125371360,8415,80,513371.00,5282,62.77,7.95,-2.90
11-November-2008,66.00,69.80,62.00,64.45,66.826215815707934797,14846,206,992102.00,10074,67.86,7.80,-1.55
10-November-2008,49.50,61.95,49.50,61.95,59.287981859410430839,7497,84,444482.00,5829,77.75,12.45,12.45
7-November-2008,51.90,53.00,49.00,51.65,51.850403476101800124,1611,19,83531.00,1611,100.00,4.00,-0.25
6-November-2008,46.55,51.50,46.30,49.80,50.045923149015932521,5335,59,266995.00,4547,85.23,5.20,3.25
5-November-2008,50.50,50.50,46.10,46.85,47.928286852589641434,251,7,12030.00,250,99.60,4.40,-3.65
4-November-2008,51.00,51.00,47.60,48.30,48.752440106477373558,2254,30,109888.00,2016,89.44,3.40,-2.70
3-November-2008,43.55,50.60,43.55,48.95,49.152082750908582611,3577,29,175817.00,3525,98.55,7.05,5.40
31-October-2008,46.40,53.00,45.55,47.55,47.169927909371781668,10681,83,503822.00,7492,70.14,7.45,1.15
29-October-2008,57.00,57.00,48.70,50.60,50.360975609756097560,410,12,20648.00,405,98.78,8.30,-6.40
28-October-2008,53.00,53.90,52.90,53.15,53.392006802721088435,1176,16,62789.00,1176,100.00,1.00,0.15
27-October-2008,50.50,53.00,50.10,51.85,51.072656683305601774,30651,103,1565428.00,30150,98.37,2.90,1.35
24-October-2008,49.05,53.90,49.05,53.40,53.269337266415283362,71869,105,3828414.00,71406,99.36,4.85,4.35
23-October-2008,53.00,53.40,52.90,53.10,53.046473756733057747,39915,87,2117350.00,38630,96.78,0.50,0.10
22-October-2008,52.70,53.90,52.70,53.00,53.036035209976159911,10906,29,578411.00,10405,95.41,1.20,0.30
21-October-2008,52.85,54.00,52.85,52.85,52.972427276098021370,29667,34,1571533.00,29616,99.83,1.15,0.00
20-October-2008,51.05,53.90,51.05,53.00,52.874282569384385564,25438,73,1345016.00,25238,99.21,2.85,1.95
17-October-2008,52.85,53.00,52.50,52.80,52.843682974159942804,19582,37,1034785.00,19482,99.49,0.50,-0.05
16-October-2008,52.50,53.40,51.75,52.80,52.585726635289597541,10411,37,547470.00,10391,99.81,1.65,0.30
15-October-2008,51.55,53.25,51.55,52.70,52.650940665701881331,6910,25,363818.00,6910,100.00,1.70,1.15
14-October-2008,54.40,54.40,53.25,53.30,53.313829787234042553,12032,30,641472.00,11856,98.54,1.15,-1.10
13-October-2008,53.00,53.80,52.90,53.50,53.129275877387827632,18008,42,956752.00,16133,89.59,0.90,0.50
10-October-2008,50.10,53.80,50.10,52.65,52.721954013583176499,12221,52,644315.00,12136,99.30,3.70,2.55
8-October-2008,50.10,53.45,50.10,53.00,52.129369187777726877,43658,109,2275864.00,33677,77.14,3.35,2.90
7-October-2008,53.20,55.00,52.50,52.95,53.175354838709677419,46500,42,2472654.00,46303,99.58,2.50,-0.25
6-October-2008,54.00,54.00,52.15,53.20,53.262692589403888410,77821,61,4144956.00,75841,97.46,1.85,-0.80
3-October-2008,53.65,54.00,53.20,53.65,53.874588834839008570,21585,24,1162883.00,20786,96.30,0.80,0.00
1-October-2008,52.00,55.00,52.00,53.50,53.556384540117416829,8176,27,437877.00,6808,83.27,3.00,1.50
30-September-2008,52.05,54.00,52.05,53.55,53.035565819861431870,6495,49,344466.00,5981,92.09,1.95,1.50
29-September-2008,55.90,58.00,53.05,53.40,54.407899022801302931,24560,95,1336258.00,22162,90.24,4.95,-2.50
26-September-2008,52.65,54.75,52.65,53.50,53.522610188895248998,5241,34,280512.00,5090,97.12,2.10,0.85
25-September-2008,58.00,58.00,50.50,53.00,53.296277581270001684,5937,43,316420.00,5484,92.37,7.50,-5.00
24-September-2008,53.95,56.85,52.60,54.15,54.835421519864005540,15883,100,870951.00,9124,57.45,4.25,0.20
23-September-2008,52.00,53.60,52.00,52.55,52.626198083067092651,6260,45,329440.00,5656,90.35,1.60,0.55
22-September-2008,54.00,54.90,52.50,53.25,53.284577619773150499,5907,29,314752.00,4505,76.27,2.40,-0.75
19-September-2008,55.00,55.00,53.25,53.50,53.946894689468946894,3333,26,179805.00,3283,98.50,1.75,-1.50
18-September-2008,50.50,56.00,50.50,53.10,53.143534190927555856,10339,69,549451.00,9071,87.74,5.50,2.60
17-September-2008,59.90,59.90,53.00,53.50,55.053138619160486275,13079,103,720040.00,10780,82.42,6.90,-6.40
16-September-2008,51.50,57.50,51.50,57.05,54.518091038775774867,7711,57,420389.00,7078,91.79,6.00,5.55
15-September-2008,51.20,55.35,51.20,55.00,53.985020094994519546,2737,33,147757.00,2712,99.09,4.15,3.80
12-September-2008,58.00,58.00,54.80,55.00,55.625385179750550256,6815,57,379087.00,6260,91.86,3.20,-3.00
11-September-2008,57.70,58.35,56.00,57.40,57.467338371116708648,5955,23,342218.00,5880,98.74,2.35,-0.30
10-September-2008,58.40,58.50,56.00,57.70,57.117274664660900087,15954,62,911249.00,15660,98.16,2.50,-0.70
9-September-2008,58.45,59.00,56.65,58.00,58.194369401393430968,7033,63,409281.00,6066,86.25,2.35,-0.45
8-September-2008,58.50,60.85,55.00,56.20,57.786219081272084805,8490,84,490605.00,6640,78.21,5.85,-2.30
5-September-2008,56.00,59.30,56.00,58.35,57.570337197049525816,7592,64,437074.00,6095,80.28,3.30,2.35
4-September-2008,59.00,59.85,56.85,56.85,57.511227255129694154,5166,45,297103.00,4194,81.18,3.00,-2.15
2-September-2008,58.00,59.35,57.05,58.70,59.200173235166738847,11545,94,683466.00,10126,87.71,2.30,0.70
1-September-2008,58.50,58.95,56.00,56.55,57.410590083015481265,13371,57,767637.00,12339,92.28,2.95,-1.95
29-August-2008,56.00,59.80,55.70,58.15,57.120455317703024125,11772,48,672422.00,11178,94.95,4.10,2.15
28-August-2008,57.35,59.40,57.35,57.35,58.355522636792889547,21602,85,1260596.00,19248,89.10,2.05,0.00
27-August-2008,65.00,65.65,60.35,60.35,60.890953379029060216,17653,212,1074908.00,15326,86.82,5.30,-4.65
26-August-2008,63.65,63.65,58.15,63.50,63.081079555716091746,88592,496,5588479.00,53753,60.67,5.50,-0.15
25-August-2008,60.65,60.65,60.65,60.65,60.649957032368948725,3491,21,211729.00,3491,100.00,0.00,0.00
22-August-2008,53.50,57.80,53.00,57.80,56.599456485716179492,15087,92,853916.00,12365,81.96,4.80,4.30
21-August-2008,53.95,56.00,53.60,55.05,55.140309555854643337,2972,42,163877.00,2324,78.20,2.40,1.10
20-August-2008,56.00,56.00,54.05,54.50,54.642973324658425504,6148,42,335945.00,4814,78.30,1.95,-1.50
19-August-2008,54.55,57.00,54.55,55.65,55.851791860700546669,4939,32,275852.00,4055,82.10,2.45,1.10
18-August-2008,57.35,59.10,56.35,57.10,58.016373783497071168,21681,196,1257853.00,4650,21.45,2.75,-0.25
14-August-2008,59.00,59.00,55.80,56.30,56.717047602680873002,11638,97,660073.00,8517,73.18,3.20,-2.70
13-August-2008,59.00,60.00,58.15,58.65,58.694838709677419354,1550,27,90977.00,1300,83.87,1.85,-0.35
12-August-2008,58.30,60.90,58.30,59.90,60.108215455368963835,14351,103,862613.00,9029,62.92,2.60,1.60
11-August-2008,60.10,62.70,58.60,58.80,59.810077258985555928,14885,128,890273.00,8434,56.66,4.10,-1.30
8-August-2008,59.90,61.70,59.05,59.90,60.363302431345111072,11434,67,690194.00,7767,67.93,2.65,0.00
7-August-2008,59.60,60.80,58.50,59.60,59.740724946695095948,9380,84,560368.00,8729,93.06,2.30,0.00
6-August-2008,60.00,60.50,57.85,58.40,59.149003403014098201,12342,95,730017.00,10137,82.13,2.65,-1.60
5-August-2008,59.75,59.80,58.00,58.80,58.672184887723324045,12202,88,715918.00,8677,71.11,1.80,-0.95
4-August-2008,58.10,61.25,57.50,58.80,60.037283429265611893,34573,217,2075669.00,24856,71.89,3.75,0.70
1-August-2008,61.10,61.10,57.65,58.35,58.742872621385521771,14767,93,867456.00,13081,88.58,3.45,-2.75
31-July-2008,61.50,62.85,59.25,59.95,60.515756922970014940,28781,184,1741704.00,20354,70.72,3.60,-1.55
30-July-2008,62.70,63.95,61.70,62.20,62.666666666666666666,8121,73,508916.00,5627,69.29,2.25,-0.50
29-July-2008,62.30,65.30,60.70,62.00,62.966513585916570991,31356,153,1974378.00,21045,67.12,4.60,-0.30
28-July-2008,60.25,65.90,60.25,63.45,63.943731606827545615,8495,102,543202.00,5529,65.09,5.65,3.20
25-July-2008,65.50,66.50,63.05,63.05,63.401594764011799410,21696,139,1375561.00,20000,92.18,3.45,-2.45
24-July-2008,66.40,68.00,65.25,66.35,66.700504540867810292,14865,176,991503.00,10203,68.64,2.75,-0.05
23-July-2008,68.60,69.90,63.80,64.80,66.701647146656712239,21431,234,1429483.00,16964,79.16,6.10,-3.80
22-July-2008,72.00,72.00,66.90,67.00,68.249443207126948775,39961,301,2727316.00,27177,68.01,5.10,-5.00
21-July-2008,71.00,74.00,68.15,70.40,72.735600291241120097,50817,462,3696205.00,18410,36.23,5.85,-0.60
18-July-2008,67.65,74.35,67.65,70.50,72.101689268636826840,51028,626,3679205.00,11859,23.24,6.70,2.85
17-July-2008,75.00,77.00,70.85,70.85,72.149860622954793358,16502,171,1190617.00,13223,80.13,6.15,-4.15
16-July-2008,77.80,77.80,74.55,74.55,75.146889262551044919,16652,83,1251346.00,16341,98.13,3.25,-3.25
15-July-2008,80.00,83.00,78.45,78.45,79.269533162457160959,34723,249,2752476.00,25626,73.80,4.55,-1.55
14-July-2008,77.40,85.50,77.40,82.55,82.154950917763981535,155759,1286,12796373.00,46193,29.66,8.10,5.15
11-July-2008,85.50,86.85,81.45,81.45,81.782063434196135617,27430,153,2243282.00,23210,84.62,5.40,-4.05
10-July-2008,85.70,91.00,85.65,85.70,86.972936148605763127,118165,732,10277157.00,26452,22.39,5.35,0.00
9-July-2008,94.00,96.45,87.70,90.15,90.486008202618197022,162631,1033,14715830.00,47842,29.42,8.75,-3.85
8-July-2008,83.75,92.50,80.00,92.30,89.053255640281848986,196843,1533,17529510.00,55916,28.41,12.50,8.55
7-July-2008,79.85,84.15,78.00,84.10,82.740088577167506338,121476,905,10050935.00,28389,23.37,6.15,4.25
4-July-2008,74.70,76.50,74.70,76.50,76.370056252704456945,11555,255,882456.00,8830,76.42,1.80,1.80
3-July-2008,66.55,73.50,66.55,72.90,69.502819962987985782,68086,498,4732169.00,41234,60.56,6.95,6.35
2-July-2008,70.00,70.00,70.00,70.00,70.000000000000000000,846,9,59220.00,846,100.00,0.00,0.00
1-July-2008,73.65,73.65,73.65,73.65,73.650000000000000000,1600,12,117840.00,1600,100.00,0.00,0.00
30-June-2008,78.25,78.25,77.50,77.50,77.516557350823868181,6251,51,484556.00,6250,99.98,0.75,-0.75
27-June-2008,85.00,90.05,81.55,81.55,87.436923094967218306,170522,1200,14909919.00,92384,54.18,8.50,-3.45
26-June-2008,85.80,85.80,83.00,85.80,85.579073131529600857,93325,824,7986667.00,35444,37.98,2.80,0.00
25-June-2008,78.95,81.75,78.10,81.75,81.486170120523714558,92264,789,7518240.00,50967,55.24,3.65,2.80
24-June-2008,77.00,77.90,73.00,77.90,77.320751902133373116,60327,643,4664529.00,37434,62.05,4.90,0.90
23-June-2008,74.20,74.20,70.00,74.20,73.793910018485364540,68703,767,5069863.00,49250,71.69,4.20,0.00
20-June-2008,70.40,70.75,68.40,70.70,70.365731063999203742,60282,485,4241787.00,47657,79.06,2.35,0.30
19-June-2008,64.20,67.40,64.00,67.40,66.511891499152337127,20645,145,1373138.00,19337,93.66,3.40,3.20
18-June-2008,62.00,64.20,59.50,64.20,62.970340649830855164,12711,70,800416.00,10242,80.58,4.70,2.20
17-June-2008,64.70,64.70,60.10,61.15,61.911934716082964977,5882,46,364166.00,4825,82.03,4.60,-3.55
16-June-2008,63.75,66.35,60.30,62.55,63.429348868431146912,41712,284,2645765.00,25188,60.39,6.05,-1.20
13-June-2008,67.95,67.95,62.00,63.20,66.949735190270694389,61176,304,4095717.00,41622,68.04,5.95,-4.75
12-June-2008,63.00,64.75,58.70,64.75,64.022147273749297358,8895,46,569477.00,8895,100.00,6.05,1.75
11-June-2008,61.70,61.70,61.70,61.70,61.699604743083003952,2277,15,140490.00,2277,100.00,0.00,0.00
10-June-2008,55.00,58.80,55.00,58.80,58.746161115048429010,8466,31,497345.00,8466,100.00,3.80,3.80
9-June-2008,54.00,56.75,52.90,56.00,55.282154171066525871,4735,31,261761.00,4735,100.00,3.85,2.00
6-June-2008,58.00,59.95,55.30,55.65,59.397748161764705882,21760,67,1292495.00,21760,100.00,4.65,-2.35
5-June-2008,56.50,57.10,51.70,57.10,56.542005420054200542,4428,17,250368.00,4428,100.00,5.40,0.60
4-June-2008,59.85,59.85,54.20,54.40,56.993946335078534031,6112,21,348347.00,6112,100.00,5.65,-5.45
3-June-2008,56.00,58.00,55.25,57.00,55.686913405347972374,5647,29,314464.00,5647,100.00,2.75,1.00
2-June-2008,61.70,61.70,58.15,58.15,58.807614213197969543,3940,24,231702.00,3940,100.00,3.55,-3.55
30-May-2008,58.10,63.00,58.10,61.20,60.731038878266411727,3138,42,190574.00,3138,100.00,4.90,3.10
29-May-2008,59.25,62.25,58.00,60.10,61.124718701883216866,8443,76,516076.00,8443,100.00,4.25,0.85
28-May-2008,60.00,62.00,58.90,59.30,59.934408004446914952,16191,48,970398.00,16191,100.00,3.10,-0.70
27-May-2008,62.00,65.80,61.30,61.95,62.793937404246005690,18276,73,1147622.00,18276,100.00,4.50,-0.05
26-May-2008,65.00,66.00,64.50,64.50,65.244521722560975609,20992,64,1369613.00,20992,100.00,1.50,-0.50
23-May-2008,74.65,74.65,67.55,67.85,72.897808158409452946,49593,297,3615221.00,49593,100.00,7.10,-6.80
22-May-2008,69.65,71.10,66.75,71.10,70.009667330110889963,21102,125,1477344.00,21102,100.00,4.35,1.45
21-May-2008,67.75,67.75,65.80,67.75,67.598589291439563962,40547,129,2740920.00,40547,100.00,1.95,0.00
20-May-2008,64.55,64.55,64.55,64.55,64.549893842887473460,5181,20,334433.00,5181,100.00,0.00,0.00
16-May-2008,61.40,61.50,59.20,61.50,61.325308738471158355,6397,45,392298.00,6397,100.00,2.30,0.10
15-May-2008,58.60,58.60,58.60,58.60,58.599952403617325083,4202,37,246237.00,4202,100.00,0.00,0.00
14-May-2008,50.65,55.85,50.60,55.85,54.796046915725456125,9208,25,504562.00,9208,100.00,5.25,5.20
13-May-2008,56.90,56.90,52.55,53.20,53.333674663545933294,6836,50,364589.00,6836,100.00,4.35,-3.70
12-May-2008,55.25,56.80,55.20,55.20,55.277503090234857849,4854,29,268317.00,4854,100.00,1.60,-0.05
9-May-2008,59.00,59.50,57.55,58.10,58.216800612323000382,5226,43,304241.00,5226,100.00,1.95,-0.90
8-May-2008,61.00,62.50,60.10,60.55,61.036314588088815106,4819,41,294134.00,4819,100.00,2.40,-0.45
7-May-2008,61.00,64.00,61.00,62.90,62.881326352530541012,7449,35,468403.00,7449,100.00,3.00,1.90
6-May-2008,64.80,64.80,62.50,63.75,64.081216554900765427,14763,51,946031.00,14763,100.00,2.30,-1.05
5-May-2008,65.00,65.65,63.50,63.60,64.436199095022624434,1105,12,71202.00,1105,100.00,2.15,-1.40
2-May-2008,64.10,67.00,64.10,64.95,65.024271844660194174,7004,47,455430.00,7004,100.00,2.90,0.85
30-April-2008,67.00,68.00,63.75,64.80,66.184633972211543742,18209,59,1205156.00,18209,100.00,4.25,-2.20
29-April-2008,68.00,68.00,64.25,65.10,67.178102640654758840,19427,42,1305069.00,19427,100.00,3.75,-2.90
28-April-2008,63.10,68.10,63.10,66.35,66.396831048602456827,11234,78,745902.00,11234,100.00,5.00,3.25
25-April-2008,68.50,68.50,63.60,64.90,65.785992639099372158,9238,54,607731.00,9238,100.00,4.90,-3.60
24-April-2008,67.00,70.00,65.55,66.05,67.083637608397991784,17528,91,1175842.00,17528,100.00,4.45,-0.95
23-April-2008,70.50,70.90,67.75,68.60,68.888279121935587245,24964,130,1719727.00,24964,100.00,3.15,-1.90
22-April-2008,64.65,71.25,64.55,71.00,69.423391640942721348,61227,299,4250586.00,61227,100.00,6.70,6.35
21-April-2008,68.40,71.80,65.00,67.90,67.521765434798454697,137190,612,9263311.00,76950,56.09,6.80,-0.50
17-April-2008,75.50,75.50,68.40,68.40,71.578295695993080495,106366,346,7613497.00,73776,69.36,7.10,-7.10
16-April-2008,71.95,71.95,71.95,71.95,71.949983116663852777,23692,97,1704639.00,23692,100.00,0.00,0.00
15-April-2008,68.55,68.55,66.50,68.55,68.494529135362706291,270067,586,18498112.00,151334,56.04,2.05,0.00
11-April-2008,65.30,65.30,65.30,65.30,65.300000000000000000,13610,38,888733.00,13610,100.00,0.00,0.00
10-April-2008,62.20,62.20,62.20,62.20,62.199951290793960058,8212,22,510786.00,8212,100.00,0.00,0.00
9-April-2008,59.25,59.25,59.25,59.25,59.250000000000000000,3360,21,199080.00,3360,100.00,0.00,0.00
8-April-2008,56.45,56.45,56.45,56.45,56.449996490981823285,14249,19,804356.00,14249,100.00,0.00,0.00
7-April-2008,53.80,53.80,53.80,53.80,53.800000000000000000,14150,16,761270.00,14140,99.93,0.00,0.00
4-April-2008,51.25,51.25,51.25,51.25,51.249983514671941971,30330,36,1554412.00,30330,100.00,0.00,0.00
3-April-2008,48.85,48.85,48.85,48.85,48.849913867355727820,9288,20,453718.00,9288,100.00,0.00,0.00
2-April-2008,46.55,46.55,46.55,46.55,46.550000000000000000,600,4,27930.00,600,100.00,0.00,0.00
1-April-2008,44.25,44.35,44.25,44.35,44.340904716073147256,10390,16,460702.00,10390,100.00,0.10,0.10
31-March-2008,42.10,42.25,39.45,42.25,42.066264625162501805,27692,72,1164899.00,23582,85.16,2.80,0.15
28-March-2008,36.10,38.60,36.10,38.45,38.252502393593872399,22978,27,878966.00,22978,100.00,2.50,2.35
27-March-2008,36.00,39.45,36.00,37.95,37.503928571428571428,11200,51,420044.00,10000,89.29,3.45,1.95
26-March-2008,34.00,37.60,33.00,36.55,35.646041914818272542,31063,51,1107273.00,29870,96.16,4.60,2.55
25-March-2008,30.10,35.25,30.10,34.20,34.081878669275929549,12775,48,435396.00,12775,100.00,5.15,4.10
24-March-2008,35.00,35.30,32.00,32.60,33.874407662577718030,29755,71,1007933.00,28434,95.56,3.30,-2.40
19-March-2008,32.25,38.25,32.25,35.30,36.311221483289839212,23758,61,862682.00,22896,96.37,6.00,3.05
18-March-2008,35.55,36.95,34.25,35.50,35.133348519362186788,21950,54,771177.00,19500,88.84,2.70,-0.05
17-March-2008,35.80,43.50,35.80,38.00,37.977916065872353342,13177,46,500435.00,12574,95.42,7.70,2.20
14-March-2008,40.45,40.45,37.55,39.75,39.085488287191968360,9861,34,385422.00,9836,99.75,2.90,-0.70
13-March-2008,37.00,41.95,37.00,37.55,38.268407157524200645,17045,57,652285.00,16522,96.93,4.95,0.55
12-March-2008,40.00,41.35,40.00,40.35,40.394087403598971722,3890,25,157133.00,3650,93.83,1.35,0.35
11-March-2008,37.00,39.40,36.65,38.55,38.249390322166602490,7791,37,298001.00,6205,79.64,2.75,1.55
10-March-2008,35.00,40.00,35.00,35.85,36.515115207373271889,10850,48,396189.00,9650,88.94,5.00,0.85
7-March-2008,38.55,39.80,38.55,38.85,38.847272335613118638,18569,45,721355.00,18169,97.85,1.25,0.30
5-March-2008,40.80,41.00,40.55,40.55,40.637469105289174493,10115,31,411048.00,10115,100.00,0.45,-0.25
4-March-2008,44.00,45.00,42.65,42.65,43.084907497565725413,10270,26,442482.00,9648,93.94,2.35,-1.35
3-March-2008,43.50,46.70,43.50,44.85,44.964673815586558117,27883,39,1253750.00,6973,25.01,3.20,1.35
29-February-2008,46.40,48.00,45.50,45.50,45.729987452948557089,3985,28,182234.00,3565,89.46,2.50,-0.90
28-February-2008,43.90,48.50,43.90,47.85,47.724096019446976602,13164,75,628240.00,13164,100.00,4.60,3.95
27-February-2008,43.50,46.20,43.25,46.20,43.650442320673606423,28147,31,1228629.00,28147,100.00,2.95,2.70
26-February-2008,46.10,46.90,43.85,44.00,44.960235429227677289,6966,24,313193.00,6966,100.00,3.05,-2.10
25-February-2008,44.00,47.40,44.00,46.10,45.980984002414729852,3313,22,152335.00,3313,100.00,3.40,2.10
22-February-2008,44.75,47.00,44.75,45.20,45.532119372787051087,3954,22,180034.00,3954,100.00,2.25,0.45
21-February-2008,43.00,45.95,43.00,45.35,45.094904786412763767,9715,41,438097.00,9715,100.00,2.95,2.35
20-February-2008,45.95,45.95,42.30,43.95,44.371184191122253354,6781,30,300881.00,6781,100.00,3.65,-2.00
19-February-2008,43.90,43.90,43.00,43.90,43.858818418766290182,4604,27,201926.00,4604,100.00,0.90,0.00
18-February-2008,40.00,41.85,39.90,41.85,41.535080645161290322,2480,10,103007.00,2480,100.00,1.95,1.85
15-February-2008,40.05,42.40,38.85,39.90,39.455781080101486045,5518,23,217717.00,5518,100.00,3.55,-0.15
14-February-2008,42.50,42.50,40.75,40.75,40.981988472622478386,1388,14,56883.00,1388,100.00,1.75,-1.75
13-February-2008,43.00,43.50,40.55,40.90,41.442846057422551184,16753,61,694292.00,16753,100.00,2.95,-2.10
12-February-2008,40.00,42.80,40.00,42.65,41.107750472589792060,2645,25,108730.00,2645,100.00,2.80,2.65
11-February-2008,43.00,45.50,41.20,42.10,43.428976123027114528,12355,47,536565.00,12355,100.00,4.30,-0.90
8-February-2008,43.80,45.00,43.35,43.35,43.398706162751106571,2937,27,127462.00,2937,100.00,1.65,-0.45
7-February-2008,49.90,49.90,45.30,45.60,47.088790233074361820,3604,37,169708.00,3604,100.00,4.60,-4.30
6-February-2008,48.00,49.50,47.20,47.65,47.723366477272727272,5632,20,268778.00,5632,100.00,2.30,-0.35
5-February-2008,49.60,49.60,47.25,48.65,48.299377061194576768,2729,24,131809.00,2729,100.00,2.35,-0.95
4-February-2008,47.00,47.30,46.10,47.30,47.266231114740710494,2449,27,115755.00,2449,100.00,1.20,0.30
1-February-2008,45.25,47.90,45.05,45.05,45.133746678476527900,4516,32,203824.00,4516,100.00,2.85,-0.20
31-January-2008,48.40,48.40,44.50,47.40,45.330811554332874828,1454,17,65911.00,1454,100.00,3.90,-1.00
30-January-2008,48.00,50.00,46.00,46.35,46.786028764308776049,3407,35,159400.00,3407,100.00,4.00,-1.65
29-January-2008,51.75,51.75,47.30,47.80,49.568072289156626506,3320,25,164566.00,3320,100.00,4.45,-3.95
28-January-2008,49.80,49.90,45.60,49.30,46.893608678604104038,7651,36,358783.00,7651,100.00,4.30,-0.50
25-January-2008,47.60,49.00,47.60,47.65,47.648109589041095890,9125,69,434789.00,9125,100.00,1.40,0.05
24-January-2008,52.00,52.90,50.10,50.10,50.522478386167146974,3470,30,175313.00,3470,100.00,2.80,-1.90
23-January-2008,52.70,53.70,52.65,52.70,52.800132802124833997,7530,37,397585.00,7530,100.00,1.05,0.00
22-January-2008,55.40,55.40,55.40,55.40,55.400000000000000000,200,1,11080.00,200,100.00,0.00,0.00
21-January-2008,60.00,60.00,58.30,58.30,58.412886660960997676,8179,44,477759.00,8179,100.00,1.70,-1.70
18-January-2008,65.85,66.15,61.00,61.35,65.213331384910859671,47902,229,3123849.00,47902,100.00,5.15,-4.50
17-January-2008,63.00,63.00,62.00,63.00,62.992125984251968503,12700,69,800000.00,12700,100.00,1.00,0.00
16-January-2008,63.90,63.90,59.10,60.00,61.073768421052631578,11875,68,725251.00,11875,100.00,4.80,-3.90
15-January-2008,66.95,66.95,61.60,62.20,64.927438525388722185,25661,58,1666103.00,25661,100.00,5.35,-4.75
14-January-2008,58.50,63.90,58.50,63.85,63.017050005721478430,8739,59,550706.00,8739,100.00,5.40,5.35
11-January-2008,63.50,65.60,60.70,60.90,61.374782457361642882,11492,80,705319.00,11492,100.00,4.90,-2.60
