Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-January-2016,57.00,61.40,57.00,60.20,59.905637010107466741,25031,184,1499498.00,15117,60.39,4.40,3.20
31-December-2015,57.20,59.70,57.20,59.15,58.851108542607964694,9517,47,560086.00,5610,58.95,2.50,1.95
30-December-2015,59.40,59.90,56.00,58.65,58.228110087670624791,18022,111,1049387.00,9062,50.28,3.90,-0.75
29-December-2015,60.70,60.70,56.30,58.05,58.368698865135919767,15156,97,884636.00,9260,61.10,4.40,-2.65
28-December-2015,59.90,59.90,57.00,57.35,57.957652303120356612,4038,40,234033.00,2092,51.81,2.90,-2.55
24-December-2015,59.90,60.20,57.55,58.15,58.681113714182735628,11098,43,651243.00,7986,71.96,2.65,-1.75
23-December-2015,58.00,60.85,56.80,58.10,58.872376734453405928,49223,257,2897875.00,32796,66.63,4.05,0.10
22-December-2015,57.20,59.00,56.20,57.55,57.398260173982601739,20002,99,1148080.00,14424,72.11,2.80,0.35
21-December-2015,56.00,57.00,56.00,56.95,56.831460674157303370,2314,29,131508.00,2094,90.49,1.00,0.95
18-December-2015,57.00,57.50,56.50,57.00,56.973150105708245243,4730,39,269483.00,3581,75.71,1.00,0.00
17-December-2015,58.90,58.90,55.85,57.45,57.374941430044044606,10671,89,612248.00,7530,70.57,3.05,-1.45
16-December-2015,59.40,59.50,55.25,56.85,57.510671203216826476,6466,59,371864.00,5667,87.64,4.25,-2.55
15-December-2015,56.80,57.50,56.80,57.05,56.956118143459915611,2370,14,134986.00,2200,92.83,0.70,0.25
14-December-2015,60.00,60.00,57.25,57.60,58.777359437751004016,3984,38,234169.00,2365,59.36,2.75,-2.40
11-December-2015,59.00,59.40,57.00,57.65,57.560772659732540861,3365,37,193692.00,2660,79.05,2.40,-1.35
10-December-2015,61.65,61.65,57.55,58.15,58.953581432573029211,2499,36,147325.00,1531,61.26,4.10,-3.50
9-December-2015,63.70,63.70,58.00,58.25,59.598945936756205372,5882,52,350561.00,,,5.70,-5.45
8-December-2015,61.25,61.80,60.75,60.75,61.267115600448933782,891,15,54589.00,741,83.16,1.05,-0.50
7-December-2015,63.80,63.80,60.50,61.95,61.859844714314154887,5023,47,310722.00,3700,73.66,3.30,-1.85
4-December-2015,61.70,62.00,60.65,61.00,61.462519025875190258,5256,30,323047.00,4504,85.69,1.35,-0.70
3-December-2015,64.00,64.00,60.80,62.15,62.052675898203592814,10688,90,663219.00,6767,63.31,3.20,-1.85
2-December-2015,61.05,62.20,61.05,61.30,61.429500000000000000,2000,13,122859.00,1203,60.15,1.15,0.25
1-December-2015,61.25,64.00,61.00,61.40,62.662379746835443037,9875,71,618791.00,5054,51.18,3.00,0.15
30-November-2015,60.15,62.60,60.00,62.45,61.653135689851767388,4385,60,270349.00,3695,84.26,2.60,2.30
27-November-2015,59.05,62.50,59.05,60.80,60.596645211624731811,5127,56,310679.00,3513,68.52,3.45,1.75
26-November-2015,61.40,61.45,60.00,60.25,60.771872974724562540,1543,22,93771.00,1395,90.41,1.45,-1.15
24-November-2015,61.75,61.75,59.50,60.15,60.249863013698630136,1825,36,109956.00,1282,70.25,2.25,-1.60
23-November-2015,59.55,63.70,59.30,59.70,60.116423196104471004,2259,32,135803.00,1531,67.77,4.40,0.15
20-November-2015,60.00,61.00,59.15,60.00,60.107838695061169007,6621,64,397974.00,5335,80.58,1.85,0.00
19-November-2015,60.60,61.00,60.00,60.60,60.533207724917569477,4246,33,257024.00,4138,97.46,1.00,0.00
18-November-2015,61.00,62.00,60.45,60.90,60.923205342237061769,2995,24,182465.00,2895,96.66,1.55,-0.10
17-November-2015,63.00,63.00,60.20,60.75,61.385424133811230585,4185,46,256898.00,3239,77.40,2.80,-2.25
16-November-2015,60.00,65.00,60.00,60.80,62.170382937469704314,8252,112,513030.00,3478,42.15,5.00,0.80
13-November-2015,62.10,62.90,60.25,60.90,61.336070060207991242,3654,70,224122.00,2600,71.15,2.65,-1.20
11-November-2015,62.00,63.80,62.00,63.80,63.607594936708860759,553,4,35175.00,500,90.42,1.80,1.80
10-November-2015,61.10,63.60,61.10,62.85,63.083302819480043939,5462,60,344561.00,3683,67.43,2.50,1.75
9-November-2015,60.60,63.40,59.00,62.00,60.829935168655454289,10643,162,647413.00,4254,39.97,4.40,1.40
6-November-2015,71.80,74.30,67.00,67.10,69.553174972830305853,6441,62,447992.00,4345,67.46,7.30,-4.70
5-November-2015,66.95,75.00,66.95,69.00,71.167710026631618994,28913,343,2057672.00,10520,36.39,8.05,2.05
4-November-2015,66.00,67.90,66.00,66.25,66.283582089552238805,804,11,53292.00,803,99.88,1.90,0.25
3-November-2015,66.05,66.90,65.30,65.50,65.852373158756137479,3055,18,201179.00,2850,93.29,1.60,-0.55
2-November-2015,66.00,67.00,66.00,66.10,66.181043956043956043,3640,20,240899.00,3640,100.00,1.00,0.10
30-October-2015,65.10,66.50,65.10,65.75,65.645861974154522958,7274,39,477508.00,4966,68.27,1.40,0.65
29-October-2015,66.80,66.80,65.00,66.35,66.038461538461538461,2366,30,156247.00,1854,78.36,1.80,-0.45
28-October-2015,66.00,66.75,65.00,65.65,65.493110647181628392,2395,25,156856.00,1884,78.66,1.75,-0.35
27-October-2015,65.55,65.60,65.35,65.35,65.541832669322709163,251,6,16451.00,251,100.00,0.25,-0.20
26-October-2015,67.60,67.60,67.60,67.60,67.600000000000000000,10,1,676.00,10,100.00,0.00,0.00
23-October-2015,67.95,67.95,65.40,65.95,65.986144578313253012,3320,19,219074.00,3110,93.67,2.55,-2.00
21-October-2015,65.50,66.50,65.00,65.95,65.450052854122621564,3784,29,247663.00,2835,74.92,1.50,0.45
20-October-2015,66.00,66.25,64.50,65.50,65.221048841953678147,8333,45,543487.00,5807,69.69,1.75,-0.50
19-October-2015,67.00,67.00,65.15,65.15,65.613614262560777957,3085,22,202418.00,2500,81.04,1.85,-1.85
16-October-2015,64.75,66.90,64.75,65.35,66.207474844274077623,2087,24,138175.00,1512,72.45,2.15,0.60
15-October-2015,65.35,66.40,65.25,66.00,65.849553933495539334,4932,30,324770.00,2900,58.80,1.15,0.65
14-October-2015,65.50,66.00,64.50,65.35,65.285618729096989966,10465,58,683214.00,6323,60.42,1.50,-0.15
13-October-2015,66.00,67.60,64.50,65.85,65.693801344286781179,5356,43,351856.00,3674,68.60,3.10,-0.15
12-October-2015,68.10,68.10,65.85,66.60,66.946095458638878168,7773,30,520372.00,7233,93.05,2.25,-1.50
9-October-2015,67.00,69.00,67.00,68.10,68.086920443937350897,9641,65,656426.00,8400,87.13,2.00,1.10
8-October-2015,65.00,67.60,64.75,66.95,66.077765071066819147,6121,48,404462.00,4611,75.33,2.85,1.95
7-October-2015,67.00,67.95,65.00,65.50,66.142655034190049516,4241,48,280511.00,3744,88.28,2.95,-1.50
6-October-2015,66.25,67.20,65.50,67.05,66.130263157894736842,1520,30,100518.00,1220,80.26,1.70,0.80
5-October-2015,67.00,67.30,66.25,66.75,66.610510895440395531,5461,44,363760.00,4710,86.25,1.05,-0.25
1-October-2015,66.95,67.00,66.00,66.80,66.537672444287230279,2827,29,188102.00,2312,81.78,1.00,-0.15
30-September-2015,65.00,66.00,65.00,65.00,65.490131578947368421,2128,14,139363.00,1876,88.16,1.00,0.00
29-September-2015,66.20,66.20,65.10,65.25,65.460729746444032158,3234,21,211700.00,2683,82.96,1.10,-0.95
28-September-2015,68.00,68.00,65.80,66.15,66.256961018297533810,1257,17,83285.00,1156,91.96,2.20,-1.85
24-September-2015,66.30,67.50,66.00,66.75,66.500837520938023450,597,19,39701.00,451,75.54,1.50,0.45
23-September-2015,65.10,66.85,65.00,66.20,65.538216560509554140,1884,48,123474.00,1311,69.59,1.85,1.10
22-September-2015,67.15,68.10,66.00,66.45,67.058616647127784290,1706,31,114402.00,1155,67.70,2.10,-0.70
21-September-2015,68.40,69.10,67.50,68.00,68.249115044247787610,2260,14,154243.00,2080,92.04,1.60,-0.40
18-September-2015,70.00,70.00,68.10,68.70,68.976011994002998500,1334,14,92014.00,1299,97.38,1.90,-1.30
16-September-2015,69.25,70.00,68.75,70.00,69.899390243902439024,1312,22,91708.00,1202,91.62,1.25,0.75
15-September-2015,71.40,71.40,69.10,70.95,69.766666666666666666,630,12,43953.00,450,71.43,2.30,-0.45
14-September-2015,71.00,71.30,70.00,70.20,71.058552752715890259,5431,30,385919.00,4948,91.11,1.30,-0.80
11-September-2015,71.40,72.00,69.60,71.35,71.402856292770008925,3361,34,239985.00,2115,62.93,2.40,-0.05
10-September-2015,68.40,72.10,68.40,70.50,70.078431372549019607,663,10,46462.00,623,93.97,3.70,2.10
9-September-2015,67.30,73.85,67.30,73.15,71.443351772177832411,4881,63,348715.00,4333,88.77,6.55,5.85
