Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-December-2006,17.30,17.90,17.30,17.40,17.390909090909090909,1100,6,19130.00,1100,100.00,0.60,0.10
28-December-2006,17.50,18.55,17.25,17.25,17.589367088607594936,5925,14,104217.00,5925,100.00,1.30,-0.25
27-December-2006,17.50,18.35,17.45,18.00,17.887166859791425260,6904,19,123493.00,6904,100.00,0.90,0.50
26-December-2006,18.50,18.50,17.65,17.65,18.139523578026251823,2057,9,37313.00,2057,100.00,0.85,-0.85
22-December-2006,17.90,17.90,17.90,17.90,17.900000000000000000,1000,4,17900.00,1000,100.00,0.00,0.00
21-December-2006,17.55,18.35,17.55,17.55,17.645600000000000000,1250,5,22057.00,1250,100.00,0.80,0.00
20-December-2006,17.25,18.30,17.25,17.90,17.585517241379310344,2900,10,50998.00,2900,100.00,1.05,0.65
19-December-2006,18.00,18.70,17.50,17.55,17.704638472032742155,1466,13,25955.00,1466,100.00,1.20,-0.45
18-December-2006,18.00,18.25,18.00,18.25,18.048000000000000000,250,2,4512.00,250,100.00,0.25,0.25
15-December-2006,18.00,19.00,18.00,18.75,18.794012282497441146,3908,11,73447.00,3908,100.00,1.00,0.75
14-December-2006,17.40,18.25,17.40,18.20,18.143500000000000000,2000,5,36287.00,2000,100.00,0.85,0.80
13-December-2006,16.45,18.05,16.45,18.05,16.620212765957446808,4700,10,78115.00,4700,100.00,1.60,1.60
12-December-2006,17.50,17.60,17.30,17.30,17.414058209774848984,1821,13,31711.00,1821,100.00,0.30,-0.20
11-December-2006,18.65,18.65,17.90,18.20,18.119904076738609112,2085,16,37780.00,2085,100.00,0.75,-0.45
8-December-2006,19.15,19.20,18.40,18.80,19.014533085961657390,3234,13,61493.00,3234,100.00,0.80,-0.35
7-December-2006,19.75,20.10,19.05,19.05,19.945277600510529674,6268,29,125017.00,6268,100.00,1.05,-0.70
6-December-2006,19.50,19.60,19.05,19.15,19.129326424870466321,4825,34,92299.00,4825,100.00,0.55,-0.35
5-December-2006,21.00,21.45,20.00,20.00,20.400473502094336186,5491,33,112019.00,5491,100.00,1.45,-1.00
4-December-2006,22.50,22.50,20.50,21.05,21.147554925584691708,7055,35,149196.00,7055,100.00,2.00,-1.45
1-December-2006,21.80,22.60,20.50,21.50,21.972628421447319085,13335,70,293005.00,13335,100.00,2.10,-0.30
30-November-2006,22.00,22.24,20.00,21.53,20.994573962064713136,85145,249,1787583.00,72960,85.69,2.24,-0.47
29-November-2006,20.84,21.34,19.10,19.45,20.132201334141904184,13192,85,265584.00,11089,84.06,2.24,-1.39
28-November-2006,17.90,22.15,17.80,19.84,20.651823968662014934,32676,188,674819.00,28156,86.17,4.35,1.94
27-November-2006,16.10,19.50,16.10,18.89,18.006520824568784181,19016,104,342412.00,16412,86.31,3.40,2.79
24-November-2006,15.00,17.00,14.90,16.57,15.620014503263234227,9653,67,150780.00,8552,88.59,2.10,1.57
23-November-2006,17.80,17.80,14.45,14.60,14.910756105720976915,11956,39,178273.00,11316,94.65,3.35,-3.20
22-November-2006,15.19,15.19,14.28,14.90,15.085623678646934460,4730,33,71355.00,4608,97.42,0.91,-0.29
